Case/Scenario,LCA_metric,Total LCA: Unit (numerator),Total LCA: Unit (denominator),Production Year,Total LCA
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2031,-107.61111943353998
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2032,-107.61111943353998
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2033,-107.61111943353998
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2034,-107.61111943353998
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2035,-109.98563687440122
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2036,-109.98563687440122
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2037,-109.98563687440122
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2038,-109.98563687440122
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2039,-109.98563687440122
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2040,-111.18237734151172
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2041,-111.18237734151172
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2042,-111.18237734151172
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2043,-111.18237734151172
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2044,-111.18237734151172
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2045,-111.8234941000156
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2046,-111.8234941000156
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2047,-111.8234941000156
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2048,-111.8234941000156
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2049,-111.8234941000156
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2050,-112.62386170035388
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2022,-166.73371209620836
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2023,-166.73371209620836
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2024,-166.73371209620836
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2025,-167.19732913458645
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2026,-167.19732913458645
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2027,-167.19732913458645
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2028,-167.19732913458645
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2029,-167.19732913458645
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2030,-167.55942169257438
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2031,-167.55942169257438
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2032,-167.55942169257438
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2033,-167.55942169257438
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2034,-167.55942169257438
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2035,-167.8147725888729
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2036,-167.8147725888729
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2037,-167.8147725888729
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2038,-167.8147725888729
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2039,-167.8147725888729
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2040,-167.83833200009536
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2041,-167.83833200009536
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2042,-167.83833200009536
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2043,-167.83833200009536
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2044,-167.83833200009536
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2045,-167.85095322730584
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2046,-167.85095322730584
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2047,-167.85095322730584
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2048,-167.85095322730584
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2049,-167.85095322730584
"Biopower: 100% biomass, w/ BECCS, 130 MWe",CO2e,g,mj,2050,-168.11052984707223
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2022,15.424633210451367
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2023,15.424633210451367
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2024,15.424633210451367
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2025,15.085196697397087
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2026,15.085196697397087
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2027,15.085196697397087
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2028,15.085196697397087
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2029,15.085196697397087
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2030,14.814353572126981
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2031,14.814353572126981
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2032,14.814353572126981
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2033,14.814353572126981
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2034,14.814353572126981
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2035,14.624941674517547
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2036,14.624941674517547
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2037,14.624941674517547
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2038,14.624941674517547
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2039,14.624941674517547
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2040,14.609585639148417
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2041,14.609585639148417
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2042,14.609585639148417
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2043,14.609585639148417
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2044,14.609585639148417
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2045,14.601359117288439
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2046,14.601359117288439
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2047,14.601359117288439
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2048,14.601359117288439
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2049,14.601359117288439
"Biopower: 100% biomass, w/o BECCS, 130 MWe",CO2e,g,mj,2050,14.405527135903847
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2022,5.740958768133373
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2023,5.740958768133373
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2024,5.740958768133373
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2025,5.507385423257334
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2026,5.507385423257334
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2027,5.507385423257334
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2028,5.507385423257334
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2029,5.507385423257334
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2030,5.381071831083519
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2031,5.381071831083519
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2032,5.381071831083519
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2033,5.381071831083519
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2034,5.381071831083519
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2035,5.285195599544084
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2036,5.285195599544084
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2037,5.285195599544084
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2038,5.285195599544084
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2039,5.285195599544084
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2040,5.253285037621284
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2041,5.253285037621284
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2042,5.253285037621284
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2043,5.253285037621284
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2044,5.253285037621284
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2045,5.2361888515441155
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2046,5.2361888515441155
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2047,5.2361888515441155
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2048,5.2361888515441155
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2049,5.2361888515441155
"Biopower: 80% coal, w/ BECCS, 650 MWe",CO2e,g,mj,2050,5.160682003116593
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2022,222.1128347685711
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2023,222.1128347685711
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2024,222.1128347685711
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2025,221.93940315391728
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2026,221.93940315391728
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2027,221.93940315391728
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2028,221.93940315391728
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2029,221.93940315391728
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2030,221.84421550904923
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2031,221.84421550904923
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2032,221.84421550904923
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2033,221.84421550904923
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2034,221.84421550904923
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2035,221.7727117146653
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2036,221.7727117146653
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2037,221.7727117146653
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2038,221.7727117146653
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2039,221.7727117146653
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2040,221.7494223299416
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2041,221.7494223299416
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2042,221.7494223299416
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2043,221.7494223299416
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2044,221.7494223299416
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2045,221.73694491655834
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2046,221.73694491655834
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2047,221.73694491655834
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2048,221.73694491655834
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2049,221.73694491655834
"Biopower: 80% coal, w/o BECCS, 650 MWe",CO2e,g,mj,2050,221.6795007862264
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2022,34.62837527161972
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2023,34.62837527161974
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2024,34.62837527161974
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2025,34.011158543438164
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2026,34.01115854343816
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2027,34.01115854343816
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2028,34.01115854343816
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2029,34.01115854343816
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2030,33.5064071934111
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2031,33.506407193411086
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2032,33.506407193411086
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2033,33.506407193411086
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2034,33.506407193411086
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2035,33.31584683305806
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2036,33.315846833058046
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2037,33.315846833058046
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2038,33.315846833058046
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2039,33.315846833058046
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2040,33.32194229014705
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2041,33.32194229014704
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2042,33.32194229014704
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2043,33.32194229014704
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2044,33.32194229014704
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2045,33.31782424972741
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2046,33.31782424972739
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2047,33.31782424972739
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2048,33.31782424972739
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2049,33.31782424972739
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels,CO2e,g,MJ,2050,33.093973484713906
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2022,-4.413616130423448
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2023,-4.41361613042343
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2024,-4.413616130423429
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2025,-5.073545838831508
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2026,-5.073545838831515
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2027,-5.073545838831515
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2028,-5.073545838831515
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2029,-5.073545838831515
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2030,-5.591805923634017
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2031,-5.59180592363403
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2032,-5.59180592363403
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2033,-5.59180592363403
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2034,-5.59180592363403
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2035,-5.797488594085552
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2036,-5.797488594085561
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2037,-5.797488594085561
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2038,-5.797488594085561
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2039,-5.797488594085561
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2040,-5.800138412269326
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2041,-5.800138412269333
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2042,-5.800138412269333
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2043,-5.800138412269333
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2044,-5.800138412269333
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2045,-5.808941463925056
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2046,-5.808941463925077
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2047,-5.808941463925077
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2048,-5.808941463925077
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2049,-5.808941463925077
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas CO2,CO2e,g,MJ,2050,-6.0362332034162245
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2022,-107.61632439290327
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2023,-107.61632439290324
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2024,-107.61632439290324
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2025,-110.6099288311522
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2026,-110.6099288311522
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2027,-110.6099288311522
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2028,-110.6099288311522
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2029,-110.6099288311522
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2030,-111.86358264785493
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2031,-111.86358264785494
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2032,-111.86358264785494
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2033,-111.86358264785494
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2034,-111.86358264785494
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2035,-112.8941852851917
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2036,-112.8941852851917
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2037,-112.8941852851917
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2038,-112.8941852851917
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2039,-112.8941852851917
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2040,-113.37556081143286
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2041,-113.37556081143286
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2042,-113.37556081143286
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2043,-113.37556081143286
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2044,-113.37556081143286
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2045,-113.64082638156874
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2046,-113.64082638156876
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2047,-113.64082638156876
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2048,-113.64082638156876
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2049,-113.64082638156876
Decarb 2b: Cellulosic Ethanol to renewable gasoline and jet fuels with CCS of fermentation offgas and boiler vent streams CO2,CO2e,g,MJ,2050,-114.05337637723629
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2022,10.373801383081783
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2023,10.373801383081783
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2024,10.373801383081783
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2025,12.80544266993208
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2026,12.80544266993208
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2027,12.80544266993208
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2028,12.80544266993208
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2029,12.80544266993208
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2030,13.529405567980914
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2031,13.529405567980913
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2032,13.529405567980913
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2033,13.529405567980913
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2034,13.529405567980913
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2035,14.503300480726788
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2036,14.503300480726786
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2037,14.503300480726786
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2038,14.503300480726786
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2039,14.503300480726786
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2040,15.078746453647947
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2041,15.078746453647948
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2042,15.078746453647948
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2043,15.078746453647948
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2044,15.078746453647948
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2045,15.36837216456672
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2046,15.368372164566718
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2047,15.368372164566718
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2048,15.368372164566718
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2049,15.368372164566718
Decarb 2b: Ex-Situ CFP,CO2e,g,MJ,2050,15.573851770802568
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2022,-117.9033181160624
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2023,-117.9033181160624
Decarb 2b: Ex-Situ CFP with CCS of all flue gases CO2,CO2e,g,MJ,2024,-117.9033181160624
